Speed,TS_Sent,TS_Recv,Latency_ms
72.380,1765894978.045997,1765894978.046000,0.003
52.663,1765894978.056246,1765894978.056000,-0.246
76.588,1765894978.066501,1765894978.067000,0.499
83.753,1765894978.076722,1765894978.077000,0.278
45.938,1765894978.086952,1765894978.087000,0.048
9.135,1765894978.097195,1765894978.097000,-0.195
61.767,1765894978.107438,1765894978.107000,-0.438
92.382,1765894978.117708,1765894978.128000,10.292
60.721,1765894978.127999,1765894978.128000,0.001
58.355,1765894978.138221,1765894978.138000,-0.221
34.854,1765894978.148459,1765894978.149000,0.541
49.140,1765894978.158722,1765894978.159000,0.278
74.698,1765894978.168955,1765894978.179000,10.045
56.411,1765894978.179196,1765894978.179000,-0.196
49.085,1765894978.189428,1765894978.190000,0.572
62.211,1765894978.199623,1765894978.200000,0.377
94.480,1765894978.209743,1765894978.210000,0.257
63.705,1765894978.219842,1765894978.220000,0.158
50.532,1765894978.229922,1765894978.230000,0.078
77.372,1765894978.240104,1765894978.240000,-0.104
79.329,1765894978.250343,1765894978.251000,0.657
24.074,1765894978.260582,1765894978.261000,0.418
78.429,1765894978.270712,1765894978.271000,0.288
19.655,1765894978.280847,1765894978.281000,0.153
70.518,1765894978.290978,1765894978.291000,0.022
49.330,1765894978.301283,1765894978.312000,10.717
89.072,1765894978.311505,1765894978.312000,0.495
96.656,1765894978.321636,1765894978.322000,0.364
53.537,1765894978.331777,1765894978.332000,0.223
97.916,1765894978.341922,1765894978.342000,0.078
98.191,1765894978.352070,1765894978.363000,10.930
48.917,1765894978.362314,1765894978.363000,0.686
30.360,1765894978.372444,1765894978.373000,0.556
62.672,1765894978.382576,1765894978.383000,0.424
40.281,1765894978.392792,1765894978.393000,0.208
40.921,1765894978.402938,1765894978.403000,0.062
51.754,1765894978.413319,1765894978.414000,0.681
87.276,1765894978.423573,1765894978.424000,0.427
32.742,1765894978.433722,1765894978.434000,0.278
75.324,1765894978.443934,1765894978.444000,0.066
59.291,1765894978.454087,1765894978.454000,-0.087
31.019,1765894978.464451,1765894978.465000,0.549
29.842,1765894978.474692,1765894978.475000,0.308
37.271,1765894978.484829,1765894978.495000,10.171
14.666,1765894978.495141,1765894978.495000,-0.141
86.855,1765894978.505384,1765894978.506000,0.616
1.516,1765894978.515637,1765894978.516000,0.363
77.252,1765894978.525775,1765894978.526000,0.225
80.929,1765894978.535912,1765894978.546000,10.088
16.295,1765894978.546122,1765894978.546000,-0.122
97.375,1765894978.556328,1765894978.556000,-0.328
77.277,1765894978.566543,1765894978.567000,0.457
69.385,1765894978.576674,1765894978.577000,0.326
95.776,1765894978.586917,1765894978.587000,0.083
10.389,1765894978.597071,1765894978.597000,-0.071
18.596,1765894978.607201,1765894978.607000,-0.201
34.811,1765894978.617413,1765894978.628000,10.587
66.812,1765894978.627574,1765894978.628000,0.426
89.927,1765894978.637794,1765894978.638000,0.206
7.237,1765894978.647946,1765894978.648000,0.054
69.513,1765894978.658087,1765894978.658000,-0.087
72.501,1765894978.668241,1765894978.679000,10.759
99.547,1765894978.678447,1765894978.679000,0.553
53.783,1765894978.688682,1765894978.689000,0.318
41.376,1765894978.698822,1765894978.699000,0.178
21.508,1765894978.708949,1765894978.709000,0.051
10.443,1765894978.719156,1765894978.719000,-0.156
23.624,1765894978.729357,1765894978.729000,-0.357
77.890,1765894978.739593,1765894978.740000,0.407
9.768,1765894978.749737,1765894978.750000,0.263
48.888,1765894978.759880,1765894978.760000,0.120
67.888,1765894978.770101,1765894978.770000,-0.101
59.202,1765894978.780320,1765894978.780000,-0.320
3.574,1765894978.790468,1765894978.791000,0.532
2.206,1765894978.800602,1765894978.811000,10.398
80.028,1765894978.810734,1765894978.811000,0.266
24.032,1765894978.820943,1765894978.821000,0.057
70.953,1765894978.831086,1765894978.831000,-0.086
83.694,1765894978.841298,1765894978.841000,-0.298
24.605,1765894978.851521,1765894978.862000,10.479
88.957,1765894978.861660,1765894978.862000,0.340
64.732,1765894978.871864,1765894978.872000,0.136
25.230,1765894978.882003,1765894978.882000,-0.003
86.116,1765894978.892149,1765894978.892000,-0.149
16.123,1765894978.902368,1765894978.903000,0.632
0.645,1765894978.912604,1765894978.913000,0.396
94.013,1765894978.922810,1765894978.923000,0.190
34.376,1765894978.932961,1765894978.933000,0.039
10.206,1765894978.943106,1765894978.943000,-0.106
64.014,1765894978.953318,1765894978.953000,-0.318
69.952,1765894978.963537,1765894978.964000,0.463
45.395,1765894978.973749,1765894978.974000,0.251
43.212,1765894978.983968,1765894978.994000,10.032
64.954,1765894978.994098,1765894978.994000,-0.098
77.105,1765894979.004319,1765894979.004000,-0.319
2.861,1765894979.014454,1765894979.015000,0.546
1.581,1765894979.024580,1765894979.025000,0.420
36.552,1765894979.034721,1765894979.045000,10.279
85.249,1765894979.044858,1765894979.045000,0.142
91.592,1765894979.055061,1765894979.055000,-0.061
86.458,1765894979.065278,1765894979.065000,-0.278
42.354,1765894979.075495,1765894979.076000,0.505
55.194,1765894979.085683,1765894979.086000,0.317
40.459,1765894979.095815,1765894979.096000,0.185
12.389,1765894979.105942,1765894979.106000,0.058
67.305,1765894979.116082,1765894979.116000,-0.082
45.266,1765894979.126229,1765894979.126000,-0.229
25.085,1765894979.136456,1765894979.137000,0.544
6.489,1765894979.146611,1765894979.147000,0.389
95.926,1765894979.156735,1765894979.157000,0.265
66.834,1765894979.166882,1765894979.177000,10.118
16.544,1765894979.177024,1765894979.177000,-0.024
56.092,1765894979.187243,1765894979.187000,-0.243
34.551,1765894979.197465,1765894979.198000,0.535
65.459,1765894979.207622,1765894979.208000,0.378
89.177,1765894979.217757,1765894979.228000,10.243
66.236,1765894979.227893,1765894979.228000,0.107
5.125,1765894979.238022,1765894979.238000,-0.022
51.051,1765894979.248168,1765894979.248000,-0.168
19.785,1765894979.258380,1765894979.259000,0.620
93.099,1765894979.268609,1765894979.269000,0.391
40.643,1765894979.278836,1765894979.279000,0.164
52.318,1765894979.289048,1765894979.289000,-0.048
36.715,1765894979.299274,1765894979.310000,10.726
57.238,1765894979.309497,1765894979.310000,0.503
88.579,1765894979.319696,1765894979.320000,0.304
20.709,1765894979.329837,1765894979.330000,0.163
19.058,1765894979.339968,1765894979.340000,0.032
72.551,1765894979.350115,1765894979.360000,9.885
38.129,1765894979.360254,1765894979.360000,-0.254
2.126,1765894979.370564,1765894979.371000,0.436
90.018,1765894979.380699,1765894979.381000,0.301
63.616,1765894979.390833,1765894979.391000,0.167
69.859,1765894979.400976,1765894979.411000,10.024
38.594,1765894979.411108,1765894979.411000,-0.108
68.098,1765894979.421313,1765894979.421000,-0.313
9.283,1765894979.431529,1765894979.432000,0.471
79.239,1765894979.441739,1765894979.442000,0.261
73.919,1765894979.451870,1765894979.452000,0.130
98.089,1765894979.462003,1765894979.462000,-0.003
19.201,1765894979.472135,1765894979.472000,-0.135
55.830,1765894979.482276,1765894979.482000,-0.276
61.104,1765894979.492508,1765894979.493000,0.492
30.851,1765894979.502789,1765894979.503000,0.211
81.562,1765894979.512947,1765894979.513000,0.053
19.633,1765894979.523093,1765894979.523000,-0.093
54.351,1765894979.533305,1765894979.544000,10.695
81.996,1765894979.543534,1765894979.544000,0.466
20.653,1765894979.553743,1765894979.554000,0.257
27.428,1765894979.563956,1765894979.564000,0.044
64.730,1765894979.574163,1765894979.574000,-0.163
56.627,1765894979.584372,1765894979.584000,-0.372
75.623,1765894979.594571,1765894979.595000,0.429
85.418,1765894979.604802,1765894979.605000,0.198
35.881,1765894979.614948,1765894979.615000,0.052
94.886,1765894979.625097,1765894979.625000,-0.097
36.480,1765894979.635410,1765894979.636000,0.590
29.456,1765894979.645629,1765894979.646000,0.371
8.258,1765894979.655821,1765894979.656000,0.179
58.763,1765894979.665969,1765894979.676000,10.031
45.157,1765894979.676117,1765894979.676000,-0.117
72.414,1765894979.686381,1765894979.687000,0.619
65.655,1765894979.696596,1765894979.697000,0.404
21.821,1765894979.706733,1765894979.707000,0.267
18.716,1765894979.716863,1765894979.727000,10.137
85.970,1765894979.726991,1765894979.727000,0.009
85.752,1765894979.737202,1765894979.737000,-0.202
67.069,1765894979.747415,1765894979.748000,0.585
35.722,1765894979.757582,1765894979.758000,0.418
14.443,1765894979.767703,1765894979.768000,0.297
65.228,1765894979.777829,1765894979.778000,0.171
6.987,1765894979.787959,1765894979.788000,0.041
26.172,1765894979.798100,1765894979.798000,-0.100
65.105,1765894979.808329,1765894979.809000,0.671
37.555,1765894979.818662,1765894979.819000,0.338
83.121,1765894979.828806,1765894979.829000,0.194
34.627,1765894979.838936,1765894979.839000,0.064
78.006,1765894979.849087,1765894979.859000,9.913
29.595,1765894979.859238,1765894979.859000,-0.238
41.412,1765894979.869514,1765894979.870000,0.486
16.668,1765894979.879658,1765894979.880000,0.342
8.695,1765894979.889795,1765894979.890000,0.205
98.299,1765894979.900012,1765894979.910000,9.988
53.007,1765894979.910261,1765894979.910000,-0.261
63.166,1765894979.920500,1765894979.921000,0.500
56.601,1765894979.930616,1765894979.931000,0.384
58.576,1765894979.940754,1765894979.941000,0.246
72.657,1765894979.950993,1765894979.951000,0.007
91.463,1765894979.961195,1765894979.961000,-0.195
46.335,1765894979.971357,1765894979.972000,0.643
6.416,1765894979.981646,1765894979.992000,10.354
21.713,1765894979.991776,1765894979.992000,0.224
88.809,1765894980.001915,1765894980.002000,0.085
27.397,1765894980.012062,1765894980.012000,-0.062
74.409,1765894980.022195,1765894980.022000,-0.195
94.091,1765894980.032551,1765894980.043000,10.449
22.230,1765894980.042687,1765894980.043000,0.313
81.964,1765894980.052820,1765894980.053000,0.180
46.367,1765894980.062966,1765894980.063000,0.034
1.429,1765894980.073115,1765894980.073000,-0.115
83.022,1765894980.083411,1765894980.094000,10.589
64.885,1765894980.093563,1765894980.094000,0.437
64.206,1765894980.103700,1765894980.104000,0.300
46.247,1765894980.113917,1765894980.114000,0.083
54.092,1765894980.124169,1765894980.124000,-0.169
81.223,1765894980.134412,1765894980.135000,0.588
11.374,1765894980.144565,1765894980.145000,0.435
91.967,1765894980.154685,1765894980.155000,0.315
41.985,1765894980.164819,1765894980.175000,10.181
82.921,1765894980.174949,1765894980.175000,0.051
4.012,1765894980.185084,1765894980.185000,-0.084
22.537,1765894980.195222,1765894980.195000,-0.222
76.374,1765894980.205360,1765894980.206000,0.640
29.473,1765894980.215499,1765894980.226000,10.501
46.047,1765894980.225622,1765894980.226000,0.378
32.868,1765894980.235698,1765894980.236000,0.302
11.896,1765894980.245770,1765894980.246000,0.230
99.707,1765894980.255842,1765894980.256000,0.158
77.465,1765894980.265916,1765894980.276000,10.084
21.322,1765894980.275993,1765894980.276000,0.007
8.771,1765894980.286076,1765894980.286000,-0.076
37.076,1765894980.296186,1765894980.296000,-0.186
24.601,1765894980.306372,1765894980.306000,-0.372
75.211,1765894980.316638,1765894980.317000,0.362
39.965,1765894980.326840,1765894980.327000,0.160
41.175,1765894980.337062,1765894980.337000,-0.062
37.787,1765894980.347212,1765894980.347000,-0.212
33.323,1765894980.357449,1765894980.358000,0.551
50.878,1765894980.367887,1765894980.368000,0.113
68.045,1765894980.378193,1765894980.378000,-0.193
25.481,1765894980.388448,1765894980.389000,0.552
71.979,1765894980.398617,1765894980.409000,10.383
97.237,1765894980.408905,1765894980.409000,0.095
51.515,1765894980.419158,1765894980.419000,-0.158
57.198,1765894980.429424,1765894980.430000,0.576
15.543,1765894980.439685,1765894980.440000,0.315
54.830,1765894980.449843,1765894980.450000,0.157
49.321,1765894980.460088,1765894980.460000,-0.088
45.146,1765894980.470262,1765894980.470000,-0.262
22.134,1765894980.480429,1765894980.481000,0.571
72.438,1765894980.490738,1765894980.491000,0.262
83.317,1765894980.500918,1765894980.501000,0.082
30.505,1765894980.511096,1765894980.511000,-0.096
54.191,1765894980.521263,1765894980.521000,-0.263
12.761,1765894980.531613,1765894980.542000,10.387
73.912,1765894980.541888,1765894980.542000,0.112
28.824,1765894980.552136,1765894980.552000,-0.136
36.263,1765894980.562434,1765894980.563000,0.566
87.438,1765894980.572612,1765894980.573000,0.388
64.770,1765894980.582753,1765894980.583000,0.247
99.088,1765894980.592964,1765894980.593000,0.036
30.715,1765894980.603169,1765894980.603000,-0.169
56.387,1765894980.613392,1765894980.614000,0.608
40.480,1765894980.623664,1765894980.624000,0.336
1.904,1765894980.633903,1765894980.634000,0.097
39.854,1765894980.644153,1765894980.644000,-0.153
38.796,1765894980.654361,1765894980.655000,0.639
52.465,1765894980.664506,1765894980.675000,10.494
25.083,1765894980.674728,1765894980.675000,0.272
17.153,1765894980.684928,1765894980.685000,0.072
96.676,1765894980.695132,1765894980.695000,-0.132
61.046,1765894980.705348,1765894980.706000,0.652
45.892,1765894980.715612,1765894980.726000,10.388
11.176,1765894980.725832,1765894980.726000,0.168
45.680,1765894980.736072,1765894980.736000,-0.072
80.775,1765894980.746217,1765894980.746000,-0.217
55.259,1765894980.756354,1765894980.757000,0.646
37.149,1765894980.766655,1765894980.767000,0.345
92.803,1765894980.776798,1765894980.777000,0.202
43.148,1765894980.786941,1765894980.787000,0.059
97.202,1765894980.797090,1765894980.807000,9.910
30.795,1765894980.807224,1765894980.807000,-0.224
31.832,1765894980.817525,1765894980.818000,0.475
8.402,1765894980.827644,1765894980.828000,0.356
96.354,1765894980.837781,1765894980.838000,0.219
45.597,1765894980.847928,1765894980.858000,10.072
83.480,1765894980.858078,1765894980.858000,-0.078
50.561,1765894980.868334,1765894980.868000,-0.334
1.014,1765894980.878498,1765894980.879000,0.502
0.698,1765894980.888634,1765894980.889000,0.366
27.738,1765894980.898781,1765894980.909000,10.219
31.819,1765894980.908978,1765894980.909000,0.022
32.502,1765894980.919192,1765894980.919000,-0.192
40.161,1765894980.929412,1765894980.930000,0.588
49.557,1765894980.939637,1765894980.940000,0.363
4.348,1765894980.949769,1765894980.950000,0.231
8.508,1765894980.959906,1765894980.960000,0.094
54.188,1765894980.970048,1765894980.970000,-0.048
54.534,1765894980.980253,1765894980.991000,10.747
92.000,1765894980.990505,1765894980.991000,0.495
29.747,1765894981.000752,1765894981.001000,0.248
81.623,1765894981.010887,1765894981.011000,0.113
77.789,1765894981.021029,1765894981.021000,-0.029
14.911,1765894981.031299,1765894981.042000,10.701
37.920,1765894981.041540,1765894981.042000,0.460
30.928,1765894981.051758,1765894981.052000,0.242
94.684,1765894981.061982,1765894981.062000,0.018
48.823,1765894981.072194,1765894981.072000,-0.194
84.399,1765894981.082497,1765894981.083000,0.503
91.844,1765894981.092819,1765894981.093000,0.181
92.576,1765894981.103044,1765894981.103000,-0.044
26.424,1765894981.113270,1765894981.124000,10.730
19.087,1765894981.123509,1765894981.124000,0.491
96.481,1765894981.133811,1765894981.134000,0.189
45.175,1765894981.143958,1765894981.144000,0.042
23.181,1765894981.154162,1765894981.154000,-0.162
74.721,1765894981.164386,1765894981.175000,10.614
5.396,1765894981.174593,1765894981.175000,0.407
36.263,1765894981.184812,1765894981.185000,0.188
51.079,1765894981.194961,1765894981.195000,0.039
54.023,1765894981.205174,1765894981.205000,-0.174
25.560,1765894981.215394,1765894981.216000,0.606
84.010,1765894981.225695,1765894981.226000,0.305
28.427,1765894981.235833,1765894981.236000,0.167
32.544,1765894981.245958,1765894981.246000,0.042
3.356,1765894981.256073,1765894981.256000,-0.073
51.751,1765894981.266178,1765894981.266000,-0.178
64.476,1765894981.276295,1765894981.276000,-0.295
66.816,1765894981.286411,1765894981.286000,-0.411
4.665,1765894981.296494,1765894981.307000,10.506
61.792,1765894981.306610,1765894981.307000,0.390
4.152,1765894981.316688,1765894981.317000,0.312
7.135,1765894981.326783,1765894981.327000,0.217
17.878,1765894981.336869,1765894981.337000,0.131
75.116,1765894981.346956,1765894981.357000,10.044
83.873,1765894981.357067,1765894981.357000,-0.067
62.587,1765894981.367153,1765894981.367000,-0.153
21.348,1765894981.377271,1765894981.377000,-0.271
32.974,1765894981.387374,1765894981.388000,0.626
73.136,1765894981.397458,1765894981.408000,10.542
82.610,1765894981.407566,1765894981.408000,0.434
15.051,1765894981.417641,1765894981.418000,0.359
73.481,1765894981.427715,1765894981.428000,0.285
43.898,1765894981.437789,1765894981.438000,0.211
33.818,1765894981.447880,1765894981.458000,10.120
93.814,1765894981.458021,1765894981.458000,-0.021
30.351,1765894981.468236,1765894981.468000,-0.236
41.036,1765894981.478470,1765894981.479000,0.530
28.688,1765894981.488686,1765894981.489000,0.314
65.157,1765894981.498828,1765894981.499000,0.172
35.164,1765894981.508992,1765894981.509000,0.008
26.449,1765894981.519120,1765894981.519000,-0.120
93.435,1765894981.529369,1765894981.540000,10.631
26.711,1765894981.539586,1765894981.540000,0.414
6.722,1765894981.549807,1765894981.550000,0.193
57.196,1765894981.559934,1765894981.560000,0.066
52.907,1765894981.570182,1765894981.570000,-0.182
11.354,1765894981.580461,1765894981.591000,10.539
91.896,1765894981.590783,1765894981.591000,0.217
47.105,1765894981.601006,1765894981.601000,-0.006
29.180,1765894981.611227,1765894981.611000,-0.227
47.993,1765894981.621469,1765894981.622000,0.531
22.783,1765894981.631690,1765894981.632000,0.310
59.930,1765894981.641818,1765894981.642000,0.182
1.354,1765894981.651949,1765894981.652000,0.051
68.164,1765894981.662083,1765894981.672000,9.917
10.620,1765894981.672296,1765894981.672000,-0.296
49.724,1765894981.682563,1765894981.683000,0.437
64.598,1765894981.692689,1765894981.693000,0.311
39.295,1765894981.702815,1765894981.703000,0.185
18.683,1765894981.712947,1765894981.723000,10.053
83.883,1765894981.723076,1765894981.723000,-0.076
35.697,1765894981.733190,1765894981.733000,-0.190
49.674,1765894981.743278,1765894981.743000,-0.278
94.844,1765894981.753408,1765894981.754000,0.592
14.478,1765894981.763485,1765894981.774000,10.515
85.517,1765894981.773561,1765894981.774000,0.439
93.908,1765894981.783643,1765894981.784000,0.357
21.550,1765894981.793762,1765894981.794000,0.238
36.373,1765894981.804055,1765894981.804000,-0.055
43.616,1765894981.814383,1765894981.815000,0.617
64.394,1765894981.824610,1765894981.825000,0.390
63.772,1765894981.834780,1765894981.835000,0.220
81.332,1765894981.844918,1765894981.845000,0.082
91.440,1765894981.855051,1765894981.855000,-0.051
1.404,1765894981.865177,1765894981.865000,-0.177
86.241,1765894981.875267,1765894981.875000,-0.267
29.675,1765894981.885403,1765894981.886000,0.597
87.346,1765894981.895508,1765894981.906000,10.492
37.682,1765894981.905656,1765894981.906000,0.344
19.019,1765894981.915900,1765894981.916000,0.100
77.038,1765894981.926059,1765894981.926000,-0.059
65.416,1765894981.936208,1765894981.936000,-0.208
27.489,1765894981.946455,1765894981.957000,10.545
5.636,1765894981.956740,1765894981.957000,0.260
93.173,1765894981.966870,1765894981.967000,0.130
35.956,1765894981.977031,1765894981.977000,-0.031
96.602,1765894981.987245,1765894981.987000,-0.245
25.929,1765894981.997538,1765894981.998000,0.462
73.865,1765894982.007748,1765894982.008000,0.252
66.305,1765894982.017965,1765894982.018000,0.035
59.013,1765894982.028124,1765894982.038000,9.876
7.343,1765894982.038265,1765894982.038000,-0.265
16.798,1765894982.048528,1765894982.049000,0.472
3.643,1765894982.058687,1765894982.059000,0.313
47.844,1765894982.068909,1765894982.069000,0.091
95.410,1765894982.079209,1765894982.090000,10.791
83.575,1765894982.089414,1765894982.090000,0.586
57.897,1765894982.099636,1765894982.100000,0.364
8.454,1765894982.109774,1765894982.110000,0.226
88.866,1765894982.119922,1765894982.120000,0.078
45.542,1765894982.130164,1765894982.141000,10.836
31.806,1765894982.140386,1765894982.141000,0.614
4.356,1765894982.150594,1765894982.151000,0.406
55.619,1765894982.160750,1765894982.161000,0.250
21.906,1765894982.170963,1765894982.171000,0.037
33.830,1765894982.181098,1765894982.181000,-0.098
61.629,1765894982.191323,1765894982.191000,-0.323
46.938,1765894982.201543,1765894982.202000,0.457
55.758,1765894982.211678,1765894982.222000,10.322
74.372,1765894982.221813,1765894982.222000,0.187
41.202,1765894982.232071,1765894982.232000,-0.071
97.588,1765894982.242275,1765894982.242000,-0.275
46.129,1765894982.252583,1765894982.253000,0.417
49.723,1765894982.262714,1765894982.273000,10.286
21.054,1765894982.272940,1765894982.273000,0.060
93.671,1765894982.283175,1765894982.283000,-0.175
22.286,1765894982.293388,1765894982.294000,0.612
6.378,1765894982.303617,1765894982.304000,0.383
80.087,1765894982.313781,1765894982.314000,0.219
36.055,1765894982.323915,1765894982.324000,0.085
90.091,1765894982.334035,1765894982.334000,-0.035
37.030,1765894982.344175,1765894982.344000,-0.175
28.251,1765894982.354410,1765894982.354000,-0.410
3.285,1765894982.364675,1765894982.365000,0.325
22.375,1765894982.374832,1765894982.375000,0.168
74.851,1765894982.384974,1765894982.385000,0.026
72.307,1765894982.395208,1765894982.406000,10.792
3.227,1765894982.405459,1765894982.406000,0.541
48.725,1765894982.415680,1765894982.416000,0.320
